计算文件哈希值
hash,size,count,files
de664fedc083927d3d084f416190d876,1431,2,.venv/lib/python3.13/site-packages/packaging/_structures.py|.venv/lib/python3.13/site-packages/pip/_vendor/packaging/_structures.py
f6ff9a11d1f74441a31430dad31c8d4d,1394,2,.venv/lib/python3.13/site-packages/rich/_null_file.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/_null_file.py
e2fcb0ad9ea59332c808928b4b439e7a,87,17,.venv/lib/python3.13/site-packages/opentelemetry_api-1.33.1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/pygments-2.19.1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/opentelemetry_proto-1.33.1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/typing_inspection-0.4.1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/platformdirs-4.3.8.dist-info/WHEEL|.venv/lib/python3.13/site-packages/virtualenv-20.31.2.dist-info/WHEEL|.venv/lib/python3.13/site-packages/pydantic-2.11.5.dist-info/WHEEL|.venv/lib/python3.13/site-packages/opentelemetry_sdk-1.33.1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/opentelemetry_exporter_otlp_proto_common-1.33.1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/urllib3-2.4.0.dist-info/WHEEL|.venv/lib/python3.13/site-packages/filelock-3.18.0.dist-info/WHEEL|.venv/lib/python3.13/site-packages/opentelemetry_semantic_conventions-0.54b1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/opentelemetry_instrumentation-0.54b1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/iniconfig-2.1.0.dist-info/WHEEL|.venv/lib/python3.13/site-packages/opentelemetry_exporter_otlp_proto_http-1.33.1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/logfire-3.16.0.dist-info/WHEEL|.venv/lib/python3.13/site-packages/isort-6.0.1.dist-info/WHEEL
cef54cefaa299620f5784fd7767f42e5,1288,2,.venv/lib/python3.13/site-packages/rich/constrain.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/constrain.py
cb02e73e65dd0d4e5fb7fa97608275e5,1236,2,.venv/lib/python3.13/site-packages/rich/_loop.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/_loop.py
aa906731d3f9ee1af861a15115e9c904,1064,2,.venv/lib/python3.13/site-packages/rich/_emoji_replace.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/_emoji_replace.py
9f03fdecbcd28eb49a7572a2efc85d3a,1054,2,.venv/lib/python3.13/site-packages/rich/color_triplet.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/color_triplet.py
dbd9ababb0d41816ad6a84baf99f7f0f,1005,2,.venv/lib/python3.13/site-packages/pygments/modeline.py|.venv/lib/python3.13/site-packages/pip/_vendor/pygments/modeline.py
813a3685e48b6dc4359acf6ede226d5f,868,2,.venv/lib/python3.13/site-packages/idna/__init__.py|.venv/lib/python3.13/site-packages/pip/_vendor/idna/__init__.py
d2f3f5a559bcf79942ce62b742fb2ce2,828,2,.venv/lib/python3.13/site-packages/rich/pager.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/pager.py
fa1ea276aabd62b2c707f7e1eab18e36,799,2,.venv/lib/python3.13/site-packages/rich/_fileno.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/_fileno.py
83d0bac63cb6c7251f2cb319f739c8ca,258,4,.venv/bin/pip3.13|.venv/bin/pip3|.venv/bin/pip|.venv/bin/pip-3.13
94eb29001b47e2886c00d1e201b8733d,733,2,.venv/lib/python3.13/site-packages/requests/hooks.py|.venv/lib/python3.13/site-packages/pip/_vendor/requests/hooks.py
b7ed359477b4d6beb67ce0e6151da181,642,2,.venv/lib/python3.13/site-packages/rich/errors.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/errors.py
d6caf5db857056afe447133506a1ed40,12,54,.venv/lib/python3.13/site-packages/types_pyyaml-6.0.12.20250516.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/pytest-8.3.5.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/opentelemetry_api-1.33.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/pydantic_core-2.33.2.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/pygments-2.19.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/opentelemetry_proto-1.33.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/protobuf-5.29.4.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/idna-3.10.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/distlib-0.3.9.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/typing_inspection-0.4.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/importlib_metadata-8.6.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/zipp-3.21.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/platformdirs-4.3.8.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/requests-2.32.3.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/mypy-1.15.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/ruff-0.11.11.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/virtualenv-20.31.2.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/markdown_it_py-3.0.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/pydantic-2.11.5.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/opentelemetry_sdk-1.33.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/charset_normalizer-3.4.2.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/googleapis_common_protos-1.70.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/pre_commit-4.2.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/typing_extensions-4.13.2.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/executing-2.2.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/coverage-7.8.2.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/pathspec-0.12.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/certifi-2025.4.26.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/Deprecated-1.2.18.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/nodeenv-1.9.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/mdurl-0.1.2.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/cfgv-3.4.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/opentelemetry_exporter_otlp_proto_common-1.33.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/types_click-7.1.8.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/click-8.2.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/packaging-25.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/urllib3-2.4.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/filelock-3.18.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/opentelemetry_semantic_conventions-0.54b1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/pluggy-1.6.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/opentelemetry_instrumentation-0.54b1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/wrapt-1.17.2.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/PyYAML-6.0.2.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/rich-14.0.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/iniconfig-2.1.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/pytest_cov-6.1.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/pytest_asyncio-1.0.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/annotated_types-0.7.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/mypy_extensions-1.1.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/opentelemetry_exporter_otlp_proto_http-1.33.1.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/identify-2.6.12.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/black-25.1.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/logfire-3.16.0.dist-info/INSTALLER|.venv/lib/python3.13/site-packages/isort-6.0.1.dist-info/INSTALLER
c80896a013333c7f894bdea80a3d97e6,625,2,.venv/lib/python3.13/site-packages/distlib/__init__.py|.venv/lib/python3.13/site-packages/pip/_vendor/distlib/__init__.py
2e9840b37f4a3bc3c9f85f9a6df1ed46,608,2,.venv/lib/python3.13/site-packages/opentelemetry/instrumentation/version.py|.venv/lib/python3.13/site-packages/opentelemetry/semconv/version/__init__.py
58ce30f865aca575d1d9bb0bcd97624e,252,3,.venv/bin/coverage3|.venv/bin/coverage-3.13|.venv/bin/coverage
bb0d0797c99f155fda872b2ee324d93d,494,2,.venv/lib/python3.13/site-packages/packaging/__init__.py|.venv/lib/python3.13/site-packages/pip/_vendor/packaging/__init__.py
cf7b49d0b713b70f100f710cfd501ef4,435,2,.venv/lib/python3.13/site-packages/requests/__version__.py|.venv/lib/python3.13/site-packages/pip/_vendor/requests/__version__.py
285ad4f0fba46377d8de4ded53a60ec1,423,2,.venv/lib/python3.13/site-packages/rich/_pick.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/_pick.py
ae43057547af31fdad66b2df35d85a23,417,2,.venv/lib/python3.13/site-packages/rich/_timer.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/_timer.py
dc38e75c7f9b0aace5f9cbe9fa826460,351,2,.venv/lib/python3.13/site-packages/rich/_stack.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/_stack.py
481871cd052957124183a01fed88b799,316,2,.venv/lib/python3.13/site-packages/idna/compat.py|.venv/lib/python3.13/site-packages/pip/_vendor/idna/compat.py
2d709459c60d2b08c8abf91645ce5266,258,2,.venv/bin/pytest|.venv/bin/py.test
eca1d2e32987c5c9fd85f21a0c92d672,82,4,.venv/lib/python3.13/site-packages/typing_extensions-4.13.2.dist-info/WHEEL|.venv/lib/python3.13/site-packages/click-8.2.1.dist-info/WHEEL|.venv/lib/python3.13/site-packages/packaging-25.0.dist-info/WHEEL|.venv/lib/python3.13/site-packages/mypy_extensions-1.1.0.dist-info/WHEEL
2b7a3fc13dcde9deca6d3a7217b45de8,166,2,.venv/lib/python3.13/site-packages/rich/region.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/region.py
40a3b0bd7ad4618666761b7a0dae9d45,109,2,.venv/lib/python3.13/site-packages/mypy-1.15.0.dist-info/WHEEL|.venv/lib/python3.13/site-packages/wrapt-1.17.2.dist-info/WHEEL
bd2fa011a5e69d2b68df68fbc59f8be6,26,5,.venv/lib/python3.13/site-packages/mdurl/py.typed|.venv/lib/python3.13/site-packages/markdown_it/py.typed|.venv/lib/python3.13/site-packages/pip/_vendor/tomli/py.typed|.venv/lib/python3.13/site-packages/pip/_vendor/tomli_w/py.typed|.venv/lib/python3.13/site-packages/isort/_vendored/tomli/py.typed
579b6ab8dacc395e63fff4800b1c6d3c,102,2,.venv/lib/python3.13/site-packages/rich/themes.py|.venv/lib/python3.13/site-packages/pip/_vendor/rich/themes.py
a302392b45aeb80c0156e815e2b98836,91,2,.venv/lib/python3.13/site-packages/types_pyyaml-6.0.12.20250516.dist-info/WHEEL|.venv/lib/python3.13/site-packages/pluggy-1.6.0.dist-info/WHEEL
07948cf26a7f748573bce1e66281c24a,91,2,.venv/lib/python3.13/site-packages/zipp-3.21.0.dist-info/WHEEL|.venv/lib/python3.13/site-packages/googleapis_common_protos-1.70.0.dist-info/WHEEL
5a581dec0c76c3d56b09245042917722,41,3,.git/refs/heads/main|.git/refs/tags/v0.1.2|.git/refs/remotes/origin/main
24019423ea7c0c2df41c8272a3791e7b,81,2,.venv/lib/python3.13/site-packages/idna-3.10.dist-info/WHEEL|.venv/lib/python3.13/site-packages/pathspec-0.12.1.dist-info/WHEEL
76e90429bc279b3f964421933668c15c,81,2,.venv/lib/python3.13/site-packages/markdown_it_py-3.0.0.dist-info/WHEEL|.venv/lib/python3.13/site-packages/mdurl-0.1.2.dist-info/WHEEL
b66b3aa4624ff2b4f3148d33f7f8bee6,41,2,.git/refs/heads/develop|.git/refs/remotes/origin/develop
c3dfa00426f33a0ab9a2309e1bab1dc9,21,2,.venv/lib/python3.13/site-packages/idna/package_data.py|.venv/lib/python3.13/site-packages/pip/_vendor/idna/package_data.py
365c9bfeb7d89244f2ce01c1de44cb85,4,2,.venv/lib/python3.13/site-packages/pip-25.1.1.dist-info/top_level.txt|.venv/lib/python3.13/site-packages/pip-25.1.1.dist-info/INSTALLER
3389dae361af79b04c9c8e7057f60cc6,1,3,.logfire/.gitignore|sandbox/.logfire/.gitignore|test_data/.logfire/.gitignore
